loss,mae,val_loss,val_mae
40.754234313964844,4.172565460205078,29.50803565979004,4.046247482299805
26.864412307739258,3.69476580619812,22.31703758239746,3.4176430702209473
21.945858001708984,3.146754026412964,21.71640396118164,3.1379036903381348
22.137937545776367,3.1657469272613525,21.25328826904297,3.272101402282715
21.125181198120117,3.16970157623291,20.516281127929688,3.277425527572632
19.57225799560547,3.0333027839660645,16.771944046020508,2.8117218017578125
16.49505615234375,2.734022617340088,12.97000503540039,2.572371482849121
13.453865051269531,2.486431837081909,9.698657989501953,2.335336685180664
10.85364818572998,2.3606247901916504,7.888108730316162,2.1454927921295166
8.208165168762207,2.1075453758239746,6.224917888641357,1.8843368291854858
6.583037853240967,1.8746367692947388,4.627466678619385,1.691532850265503
5.464330196380615,1.686128854751587,4.294942855834961,1.6356490850448608
5.592006206512451,1.7158119678497314,4.547250747680664,1.6750727891921997
5.924299240112305,1.7427139282226562,3.8822731971740723,1.6266124248504639
5.715399265289307,1.728461742401123,3.324260950088501,1.483048677444458
4.550708293914795,1.6029947996139526,3.290255308151245,1.4040021896362305
4.755657196044922,1.5402328968048096,2.5176212787628174,1.3188287019729614
3.73528790473938,1.343040108680725,2.0232126712799072,1.1824748516082764
3.5687007904052734,1.2919989824295044,2.0696184635162354,1.0907031297683716
3.3882339000701904,1.1995083093643188,1.9996682405471802,1.0552875995635986
3.547626495361328,1.2831988334655762,1.685606598854065,0.983720064163208
3.0017499923706055,1.1078457832336426,1.4531697034835815,0.8795298933982849
3.1705124378204346,1.1280421018600464,1.4618380069732666,0.8760810494422913
2.8850343227386475,1.098617672920227,2.1326961517333984,1.016910433769226
3.5026371479034424,1.2343075275421143,1.2885475158691406,0.8054735660552979
3.0964441299438477,1.0782556533813477,1.488338828086853,0.8586554527282715
2.586932420730591,1.028483510017395,1.2979261875152588,0.790436863899231
2.6287083625793457,1.0204747915267944,1.2097712755203247,0.7692247629165649
2.4151804447174072,1.0060268640518188,1.2805540561676025,0.8065160512924194
2.462618350982666,0.9642511606216431,1.1713112592697144,0.7448601126670837
2.6802523136138916,1.0288165807724,1.2481497526168823,0.779105007648468
2.3618428707122803,0.9873031377792358,2.019728183746338,0.9255355596542358
3.164038896560669,1.1280419826507568,1.5304912328720093,0.8944892287254333
2.9052696228027344,1.090602993965149,1.6064211130142212,0.903994619846344
2.4061779975891113,1.017634630203247,1.2488610744476318,0.8175561428070068
2.407227039337158,0.9909839034080505,1.1147116422653198,0.7276416420936584
2.5571084022521973,1.0112380981445312,1.1555821895599365,0.7572555541992188
2.500727415084839,1.0020222663879395,1.3566441535949707,0.8342508673667908
2.523082733154297,1.0151090621948242,1.9432772397994995,0.9077376127243042
3.148972272872925,1.0898152589797974,1.257782220840454,0.8313392400741577
2.327784299850464,0.9503645896911621,1.0177894830703735,0.6973340511322021
1.9347912073135376,0.8561914563179016,0.9947896599769592,0.7129749655723572
2.274235963821411,0.928260087966919,1.0288103818893433,0.7333230376243591
2.5907347202301025,0.9369545578956604,1.2367355823516846,0.730902373790741
2.609231472015381,0.9586671590805054,0.8895577788352966,0.6747124195098877
2.2976436614990234,0.9407352805137634,0.8302008509635925,0.670454740524292
1.9356681108474731,0.835109293460846,0.997499406337738,0.6904898881912231
2.3734652996063232,0.9016096591949463,0.885330319404602,0.6575109362602234
2.012481451034546,0.8668696880340576,0.9861846566200256,0.7561529278755188
1.8298404216766357,0.8606545329093933,0.7802354693412781,0.6274605989456177
1.9837384223937988,0.8399640321731567,0.9434329271316528,0.6578670740127563
2.111398458480835,0.8526813387870789,0.8903740048408508,0.6989714503288269
1.7576771974563599,0.8057272434234619,0.6894057989120483,0.5908364653587341
